gm,Id,SS,tox,Vtgm
2.29E-04,3.45E-04,86.174,0.0101,0.991
1.81E-04,2.64E-04,92.753,0.013,1.042
1.83E-04,2.67E-04,93.608,0.013,1.04
2.22E-04,2.84E-04,88.634,0.0101,1.222
2.25E-04,2.88E-04,88.922,0.0101,1.218
1.76E-04,2.09E-04,96.049,0.013,1.317
1.78E-04,2.12E-04,96.429,0.013,1.311
2.27E-04,3.42E-04,85.526,0.0101,0.992
2.29E-04,3.46E-04,86.193,0.0101,0.991
1.81E-04,2.65E-04,92.805,0.013,1.042
1.83E-04,2.67E-04,93.64,0.013,1.039
2.23E-04,2.85E-04,88.618,0.0101,1.223
2.25E-04,2.88E-04,88.913,0.0101,1.218
1.76E-04,2.09E-04,96.035,0.013,1.316
1.78E-04,2.12E-04,96.42,0.013,1.31
2.27E-04,3.43E-04,85.543,0.0101,0.992
2.29E-04,3.46E-04,86.219,0.0101,0.99
1.82E-04,2.65E-04,92.833,0.013,1.041
1.83E-04,2.68E-04,93.672,0.013,1.038
2.23E-04,2.85E-04,88.608,0.0101,1.223
2.25E-04,2.89E-04,88.904,0.0101,1.218
1.77E-04,2.09E-04,96.022,0.013,1.316
1.78E-04,2.12E-04,96.407,0.013,1.31
2.27E-04,3.43E-04,85.561,0.0101,0.992
2.29E-04,3.47E-04,86.241,0.0101,0.99
1.82E-04,2.65E-04,92.864,0.013,1.04
1.83E-04,2.68E-04,93.705,0.013,1.037
2.23E-04,2.85E-04,88.599,0.0101,1.222
2.25E-04,2.89E-04,88.895,0.0101,1.217
1.77E-04,2.09E-04,96.008,0.013,1.315
1.78E-04,2.12E-04,96.408,0.013,1.309
2.28E-04,3.43E-04,85.581,0.0101,0.991
2.30E-04,3.47E-04,86.263,0.0101,0.989
1.82E-04,2.66E-04,92.892,0.013,1.04
1.83E-04,2.68E-04,93.738,0.013,1.037
2.23E-04,2.85E-04,88.589,0.0101,1.222
2.26E-04,2.89E-04,88.886,0.0101,1.217
1.77E-04,2.10E-04,95.995,0.013,1.315
1.78E-04,2.13E-04,96.397,0.013,1.309
2.28E-04,3.44E-04,85.597,0.0101,0.991
2.30E-04,3.47E-04,86.254,0.0101,0.988
1.82E-04,2.66E-04,92.917,0.013,1.039
1.84E-04,2.69E-04,93.771,0.013,1.036
2.24E-04,2.86E-04,88.58,0.0101,1.222
2.26E-04,2.90E-04,88.863,0.0101,1.216
1.77E-04,2.10E-04,95.982,0.013,1.314
1.79E-04,2.13E-04,96.373,0.013,1.308
2.28E-04,3.44E-04,85.617,0.0101,0.99
2.30E-04,3.48E-04,86.308,0.0101,0.988
1.82E-04,2.66E-04,92.948,0.013,1.038
1.84E-04,2.69E-04,93.804,0.013,1.035
2.24E-04,2.86E-04,88.571,0.0101,1.221
2.26E-04,2.90E-04,88.868,0.0101,1.216
1.77E-04,2.10E-04,95.969,0.013,1.314
1.79E-04,2.13E-04,96.361,0.013,1.308
2.28E-04,3.45E-04,85.636,0.0101,0.99
2.30E-04,3.48E-04,86.331,0.0101,0.988
1.82E-04,2.67E-04,92.976,0.013,1.038
1.84E-04,2.69E-04,93.838,0.013,1.035
2.24E-04,2.86E-04,88.562,0.0101,1.221
2.26E-04,2.90E-04,88.859,0.0101,1.216
1.77E-04,2.10E-04,95.956,0.013,1.313
1.79E-04,2.13E-04,96.35,0.013,1.307
2.28E-04,3.45E-04,85.654,0.0101,0.99
2.30E-04,3.49E-04,86.353,0.0101,0.987
1.83E-04,2.67E-04,93.006,0.013,1.037
1.84E-04,2.70E-04,93.87,0.013,1.034
2.24E-04,2.87E-04,88.553,0.0101,1.221
2.26E-04,2.90E-04,88.851,0.0101,1.216
1.77E-04,2.11E-04,95.943,0.013,1.313
1.79E-04,2.14E-04,96.352,0.013,1.306
2.29E-04,3.45E-04,85.671,0.0101,0.989
2.31E-04,3.49E-04,86.376,0.0101,0.987
1.83E-04,2.67E-04,93.035,0.013,1.036
1.84E-04,2.70E-04,93.903,0.013,1.033
2.24E-04,2.87E-04,88.544,0.0101,1.22
2.26E-04,2.91E-04,88.842,0.0101,1.215
1.77E-04,2.11E-04,95.931,0.013,1.312
1.79E-04,2.14E-04,96.329,0.013,1.306
2.29E-04,3.46E-04,85.69,0.0101,0.989
2.31E-04,3.49E-04,86.399,0.0101,0.987
1.83E-04,2.68E-04,93.064,0.013,1.036
1.84E-04,2.71E-04,93.937,0.013,1.032
2.24E-04,2.87E-04,88.535,0.0101,1.22
2.26E-04,2.91E-04,88.834,0.0101,1.215
1.78E-04,2.11E-04,95.918,0.013,1.312
1.79E-04,2.14E-04,96.316,0.013,1.305
2.29E-04,3.46E-04,85.709,0.0101,0.988
2.31E-04,3.50E-04,86.423,0.0101,0.986
1.83E-04,2.68E-04,93.094,0.013,1.035
1.84E-04,2.71E-04,93.972,0.013,1.032
2.24E-04,2.87E-04,88.527,0.0101,1.22
2.27E-04,2.91E-04,88.826,0.0101,1.215
1.78E-04,2.11E-04,95.906,0.013,1.311
1.79E-04,2.14E-04,96.305,0.013,1.305
2.29E-04,3.46E-04,85.728,0.0101,0.988
2.31E-04,3.50E-04,86.446,0.0101,0.986
1.83E-04,2.68E-04,93.123,0.013,1.034
1.85E-04,2.71E-04,93.812,0.013,1.033
2.25E-04,2.88E-04,88.518,0.0101,1.219
2.27E-04,2.92E-04,88.817,0.0101,1.214
1.78E-04,2.12E-04,95.894,0.013,1.311
1.79E-04,2.15E-04,96.298,0.013,1.304
2.29E-04,3.47E-04,85.748,0.0101,0.988
2.31E-04,3.50E-04,86.466,0.0101,0.985
1.83E-04,2.69E-04,93.153,0.013,1.034
1.85E-04,2.72E-04,94.038,0.013,1.03
2.25E-04,2.88E-04,88.51,0.0101,1.219
2.27E-04,2.92E-04,88.809,0.0101,1.214
1.78E-04,2.12E-04,95.882,0.013,1.31
1.80E-04,2.15E-04,96.286,0.013,1.304
2.29E-04,3.47E-04,85.768,0.0101,0.987
2.32E-04,3.51E-04,86.49,0.0101,0.985
1.83E-04,2.69E-04,93.183,0.013,1.033
1.85E-04,2.72E-04,94.077,0.013,1.029
2.25E-04,2.88E-04,88.502,0.0101,1.219
2.27E-04,2.92E-04,88.801,0.0101,1.213
1.78E-04,2.12E-04,95.871,0.013,1.31
1.80E-04,2.15E-04,96.289,0.013,1.303
2.30E-04,3.47E-04,85.788,0.0101,0.987
2.32E-04,3.51E-04,86.514,0.0101,0.984
1.84E-04,2.69E-04,93.214,0.013,1.032
1.85E-04,2.72E-04,94.113,0.013,1.029
2.25E-04,2.88E-04,88.494,0.0101,1.218
2.27E-04,2.92E-04,88.793,0.0101,1.213
1.78E-04,2.12E-04,95.859,0.013,1.309
1.80E-04,2.15E-04,96.266,0.013,1.303
2.30E-04,3.48E-04,85.808,0.0101,0.986
2.32E-04,3.52E-04,86.538,0.0101,0.984
1.84E-04,2.70E-04,93.244,0.013,1.032
1.85E-04,2.73E-04,94.149,0.013,1.028
2.25E-04,2.89E-04,88.486,0.0101,1.218
2.27E-04,2.93E-04,88.785,0.0101,1.213
1.78E-04,2.12E-04,95.848,0.013,1.309
1.80E-04,2.16E-04,96.255,0.013,1.302
2.30E-04,3.48E-04,85.828,0.0101,0.986
2.32E-04,3.52E-04,86.562,0.0101,0.983
1.84E-04,2.70E-04,93.275,0.013,1.031
1.85E-04,2.73E-04,94.185,0.013,1.027
2.25E-04,2.89E-04,88.478,0.0101,1.218
2.27E-04,2.93E-04,88.777,0.0101,1.212
1.78E-04,2.13E-04,95.836,0.013,1.308
1.80E-04,2.16E-04,96.245,0.013,1.302
2.30E-04,3.49E-04,85.849,0.0101,0.985
2.32E-04,3.52E-04,86.586,0.0101,0.983
1.84E-04,2.70E-04,93.306,0.013,1.03
1.85E-04,2.73E-04,94.223,0.013,1.027
2.25E-04,2.89E-04,88.47,0.0101,1.217
2.28E-04,2.93E-04,88.77,0.0101,1.212
1.79E-04,2.13E-04,95.825,0.013,1.308
1.80E-04,2.16E-04,96.235,0.013,1.301
2.30E-04,3.49E-04,85.869,0.0101,0.985
2.32E-04,3.53E-04,86.611,0.0101,0.982
1.84E-04,2.71E-04,93.337,0.013,1.029
1.86E-04,2.74E-04,94.26,0.013,1.026
2.26E-04,2.89E-04,88.462,0.0101,1.217
2.28E-04,2.93E-04,88.762,0.0101,1.211
1.79E-04,2.13E-04,95.814,0.013,1.307
1.80E-04,2.16E-04,96.226,0.013,1.301
2.30E-04,3.49E-04,85.89,0.0101,0.984
2.32E-04,3.53E-04,86.635,0.0101,0.982
1.84E-04,2.71E-04,93.369,0.013,1.029
1.86E-04,2.74E-04,94.25,0.013,1.024
2.26E-04,2.90E-04,88.454,0.0101,1.217
2.28E-04,2.94E-04,88.754,0.0101,1.211
1.79E-04,2.13E-04,95.803,0.013,1.306
1.80E-04,2.16E-04,96.216,0.013,1.3
2.31E-04,3.50E-04,85.912,0.0101,0.984
2.33E-04,3.53E-04,86.66,0.0101,0.981
1.84E-04,2.71E-04,93.4,0.013,1.028
1.86E-04,2.74E-04,94.331,0.013,1.024
2.26E-04,2.90E-04,88.447,0.0101,1.216
2.28E-04,2.94E-04,88.747,0.0101,1.211
1.79E-04,2.14E-04,95.793,0.013,1.306
1.80E-04,2.17E-04,96.206,0.013,1.299
2.31E-04,3.50E-04,85.933,0.0101,0.983
2.33E-04,3.54E-04,86.685,0.0101,0.981
1.84E-04,2.72E-04,93.432,0.013,1.027
1.86E-04,2.74E-04,94.371,0.013,1.024
2.26E-04,2.90E-04,88.439,0.0101,1.216
2.28E-04,2.94E-04,88.739,0.0101,1.21
1.79E-04,2.14E-04,95.782,0.013,1.305
1.81E-04,2.17E-04,96.21,0.013,1.299
2.31E-04,3.50E-04,85.955,0.0101,0.983
2.33E-04,3.54E-04,86.715,0.0101,0.98
1.85E-04,2.72E-04,93.464,0.013,1.027
1.86E-04,2.75E-04,94.406,0.013,1.023
2.26E-04,2.90E-04,88.431,0.0101,1.216
2.28E-04,2.94E-04,88.732,0.0101,1.21
1.79E-04,2.14E-04,95.772,0.013,1.305
1.81E-04,2.17E-04,96.187,0.013,1.298
2.31E-04,3.51E-04,85.976,0.0101,0.982
2.33E-04,3.54E-04,86.741,0.0101,0.979
1.85E-04,2.72E-04,93.497,0.013,1.026
1.86E-04,2.75E-04,94.446,0.013,1.022
2.26E-04,2.91E-04,88.424,0.0101,1.215
2.28E-04,2.95E-04,88.725,0.0101,1.21
1.79E-04,2.14E-04,95.761,0.013,1.304
1.81E-04,2.17E-04,96.178,0.013,1.298
2.31E-04,3.51E-04,85.998,0.0101,0.982
2.33E-04,3.55E-04,86.766,0.0101,0.979
1.85E-04,2.73E-04,93.529,0.013,1.025
1.86E-04,2.75E-04,94.484,0.013,1.021
2.26E-04,2.91E-04,88.417,0.0101,1.215
2.29E-04,2.95E-04,88.717,0.0101,1.209
1.79E-04,2.14E-04,95.751,0.013,1.304
1.81E-04,2.18E-04,96.168,0.013,1.297
2.31E-04,3.51E-04,86.021,0.0101,0.981
2.33E-04,3.55E-04,86.792,0.0101,0.978
1.85E-04,2.73E-04,93.562,0.013,1.025
1.86E-04,2.76E-04,94.522,0.013,1.02
2.27E-04,2.91E-04,88.409,0.0101,1.215
2.29E-04,2.95E-04,88.71,0.0101,1.209
1.79E-04,2.15E-04,95.741,0.013,1.303
1.81E-04,2.18E-04,96.159,0.013,1.297
2.32E-04,3.52E-04,86.043,0.0101,0.981
2.34E-04,3.55E-04,86.818,0.0101,0.978
1.85E-04,2.73E-04,93.595,0.013,1.024
1.87E-04,2.76E-04,94.56,0.013,1.02
2.27E-04,2.91E-04,88.402,0.0101,1.214
2.29E-04,2.96E-04,88.703,0.0101,1.208
1.80E-04,2.15E-04,95.731,0.013,1.303
1.81E-04,2.18E-04,96.15,0.013,1.296
2.32E-04,3.52E-04,86.065,0.0101,0.98
2.34E-04,3.56E-04,86.844,0.0101,0.977
1.85E-04,2.73E-04,93.629,0.013,1.023
1.87E-04,2.76E-04,94.598,0.013,1.019
2.27E-04,2.92E-04,88.395,0.0101,1.214
2.29E-04,2.96E-04,88.696,0.0101,1.208
1.80E-04,2.15E-04,95.721,0.013,1.302
1.81E-04,2.18E-04,96.141,0.013,1.295
2.32E-04,3.52E-04,86.088,0.0101,0.98
2.34E-04,3.56E-04,86.87,0.0101,0.977
1.85E-04,2.74E-04,93.662,0.013,1.022
1.87E-04,2.77E-04,94.637,0.013,1.018
2.27E-04,2.92E-04,88.388,0.0101,1.214
2.29E-04,2.96E-04,88.689,0.0101,1.208
1.80E-04,2.15E-04,95.712,0.013,1.302
1.81E-04,2.19E-04,96.132,0.013,1.295
2.32E-04,3.53E-04,86.111,0.0101,0.979
2.34E-04,3.56E-04,86.896,0.0101,0.976
1.85E-04,2.74E-04,93.696,0.013,1.022
1.87E-04,2.77E-04,94.676,0.013,1.017
2.27E-04,2.92E-04,88.381,0.0101,1.213
2.29E-04,2.96E-04,88.682,0.0101,1.207
1.80E-04,2.16E-04,95.702,0.013,1.301
1.81E-04,2.19E-04,96.123,0.013,1.294
2.32E-04,3.53E-04,86.134,0.0101,0.979
2.34E-04,3.57E-04,86.923,0.0101,0.976
1.86E-04,2.74E-04,93.73,0.013,1.021
1.87E-04,2.77E-04,94.716,0.013,1.017
2.27E-04,2.92E-04,88.374,0.0101,1.213
2.29E-04,2.97E-04,88.675,0.0101,1.207
1.80E-04,2.16E-04,95.692,0.013,1.301
1.82E-04,2.19E-04,96.114,0.013,1.294
2.32E-04,3.53E-04,86.158,0.0101,0.979
2.34E-04,3.57E-04,86.949,0.0101,0.975
1.86E-04,2.75E-04,93.764,0.013,1.02
1.87E-04,2.78E-04,94.755,0.013,1.016
2.27E-04,2.93E-04,88.367,0.0101,1.213
2.29E-04,2.97E-04,88.668,0.0101,1.206
1.80E-04,2.16E-04,95.683,0.013,1.3
1.82E-04,2.19E-04,96.106,0.013,1.293
2.32E-04,3.54E-04,86.181,0.0101,0.978
2.34E-04,3.57E-04,86.976,0.0101,0.975
1.86E-04,2.75E-04,93.799,0.013,1.02
1.87E-04,2.78E-04,94.795,0.013,1.015
2.27E-04,2.93E-04,88.36,0.0101,1.212
2.30E-04,2.97E-04,88.662,0.0101,1.206
1.80E-04,2.16E-04,95.674,0.013,1.3
1.82E-04,2.19E-04,96.097,0.013,1.293
2.33E-04,3.54E-04,86.205,0.0101,0.978
2.34E-04,3.58E-04,87.003,0.0101,0.974
1.86E-04,2.75E-04,93.834,0.013,1.019
1.87E-04,2.78E-04,94.836,0.013,1.014
2.28E-04,2.93E-04,88.353,0.0101,1.212
2.30E-04,2.97E-04,88.655,0.0101,1.205
1.80E-04,2.16E-04,95.665,0.013,1.299
1.82E-04,2.20E-04,96.089,0.013,1.292
2.33E-04,3.54E-04,86.229,0.0101,0.977
2.35E-04,3.58E-04,87.03,0.0101,0.974
1.86E-04,2.76E-04,93.869,0.013,1.018
1.87E-04,2.79E-04,94.876,0.013,1.014
2.28E-04,2.93E-04,88.347,0.0101,1.212
2.30E-04,2.98E-04,88.648,0.0101,1.205
1.80E-04,2.17E-04,95.655,0.013,1.299
1.82E-04,2.20E-04,96.08,0.013,1.292
2.33E-04,3.55E-04,86.253,0.0101,0.977
2.35E-04,3.58E-04,87.057,0.0101,0.973
1.86E-04,2.76E-04,93.904,0.013,1.017
1.88E-04,2.79E-04,94.917,0.013,1.013
2.28E-04,2.94E-04,88.34,0.0101,1.211
2.30E-04,2.98E-04,88.642,0.0101,1.205
1.80E-04,2.17E-04,95.646,0.013,1.298
1.82E-04,2.20E-04,96.072,0.013,1.291
2.33E-04,3.55E-04,86.277,0.0101,0.976
2.35E-04,3.59E-04,87.078,0.0101,0.973
1.86E-04,2.76E-04,93.94,0.013,1.017
1.88E-04,2.79E-04,94.957,0.013,1.012
2.28E-04,2.94E-04,88.333,0.0101,1.211
2.30E-04,2.98E-04,88.635,0.0101,1.204
1.81E-04,2.17E-04,95.638,0.013,1.298
1.82E-04,2.20E-04,96.064,0.013,1.29
2.33E-04,3.55E-04,86.302,0.0101,0.976
2.35E-04,3.59E-04,87.105,0.0101,0.972
1.86E-04,2.76E-04,93.976,0.013,1.016
1.88E-04,2.79E-04,94.999,0.013,1.011
2.28E-04,2.94E-04,88.327,0.0101,1.211
2.30E-04,2.98E-04,88.628,0.0101,1.204
1.81E-04,2.17E-04,95.629,0.013,1.297
1.82E-04,2.21E-04,96.055,0.013,1.29
2.33E-04,3.56E-04,86.326,0.0101,0.975
2.35E-04,3.59E-04,87.133,0.0101,0.972
1.86E-04,2.77E-04,94.012,0.013,1.015
1.88E-04,2.80E-04,95.04,0.013,1.011
2.28E-04,2.94E-04,88.32,0.0101,1.21
2.30E-04,2.98E-04,88.622,0.0101,1.203
1.81E-04,2.17E-04,95.62,0.013,1.297
1.82E-04,2.21E-04,96.047,0.013,1.289
2.33E-04,3.56E-04,86.351,0.0101,0.975
2.35E-04,3.60E-04,87.16,0.0101,0.971
1.86E-04,2.77E-04,94.049,0.013,1.015
1.88E-04,2.80E-04,95.082,0.013,1.01
2.28E-04,2.94E-04,88.313,0.0101,1.21
2.30E-04,2.99E-04,88.616,0.0101,1.203
1.81E-04,2.18E-04,95.612,0.013,1.296
1.82E-04,2.21E-04,96.039,0.013,1.289
2.33E-04,3.56E-04,86.376,0.0101,0.974
2.35E-04,3.60E-04,87.188,0.0101,0.97
1.87E-04,2.77E-04,94.085,0.013,1.014
1.88E-04,2.80E-04,95.123,0.013,1.009
2.28E-04,2.95E-04,88.307,0.0101,1.209
2.30E-04,2.99E-04,88.609,0.0101,1.203
1.81E-04,2.18E-04,95.603,0.013,1.296
1.83E-04,2.21E-04,96.032,0.013,1.288
2.34E-04,3.56E-04,86.401,0.0101,0.974
2.36E-04,3.60E-04,87.216,0.0101,0.97
1.87E-04,2.78E-04,94.122,0.013,1.013
1.88E-04,2.81E-04,95.165,0.013,1.008
2.28E-04,2.95E-04,88.3,0.0101,1.209
2.31E-04,2.99E-04,88.603,0.0101,1.202
1.81E-04,2.18E-04,95.595,0.013,1.295
1.83E-04,2.21E-04,96.024,0.013,1.288
2.34E-04,3.57E-04,86.427,0.0101,0.973
2.36E-04,3.61E-04,87.244,0.0101,0.969
1.87E-04,2.78E-04,94.16,0.013,1.012
1.88E-04,2.81E-04,95.208,0.013,1.007
2.29E-04,2.95E-04,88.294,0.0101,1.209
2.31E-04,2.99E-04,88.597,0.0101,1.202
1.81E-04,2.18E-04,95.586,0.013,1.295
1.83E-04,2.22E-04,96.016,0.013,1.287
2.34E-04,3.57E-04,86.452,0.0101,0.973
2.36E-04,3.61E-04,87.272,0.0101,0.969
1.87E-04,2.78E-04,94.197,0.013,1.012
1.88E-04,2.81E-04,95.249,0.013,1.007
2.29E-04,2.95E-04,88.288,0.0101,1.208
2.31E-04,3.00E-04,88.59,0.0101,1.201
1.81E-04,2.18E-04,95.578,0.013,1.294
1.83E-04,2.22E-04,96.009,0.013,1.287
2.34E-04,3.57E-04,86.478,0.0101,0.972
2.36E-04,3.61E-04,87.3,0.0101,0.968
1.87E-04,2.78E-04,94.235,0.013,1.011
1.88E-04,2.82E-04,95.292,0.013,1.006
2.29E-04,2.96E-04,88.281,0.0101,1.208
2.31E-04,3.00E-04,88.584,0.0101,1.201
1.81E-04,2.19E-04,95.57,0.013,1.294
1.83E-04,2.22E-04,96.001,0.013,1.286
2.34E-04,3.58E-04,86.504,0.0101,0.972
2.36E-04,3.62E-04,87.329,0.0101,0.968
1.87E-04,2.79E-04,94.273,0.013,1.01
1.89E-04,2.82E-04,95.335,0.013,1.005
2.29E-04,2.96E-04,88.275,0.0101,1.208
2.31E-04,3.00E-04,88.578,0.0101,1.201
1.81E-04,2.19E-04,95.562,0.013,1.293
1.83E-04,2.22E-04,95.994,0.013,1.285
2.34E-04,3.58E-04,86.529,0.0101,0.971
2.36E-04,3.62E-04,87.357,0.0101,0.967
1.87E-04,2.79E-04,94.311,0.013,1.01
1.89E-04,2.82E-04,95.378,0.013,1.005
2.29E-04,2.96E-04,88.269,0.0101,1.207
2.31E-04,3.00E-04,88.572,0.0101,1.2
1.81E-04,2.19E-04,95.554,0.013,1.293
1.83E-04,2.22E-04,95.986,0.013,1.285
2.34E-04,3.58E-04,86.556,0.0101,0.971
2.36E-04,3.62E-04,87.386,0.0101,0.967
1.87E-04,2.79E-04,94.35,0.013,1.009
1.89E-04,2.82E-04,95.421,0.013,1.004
2.29E-04,2.96E-04,88.263,0.0101,1.207
2.31E-04,3.01E-04,88.566,0.0101,1.2
1.82E-04,2.19E-04,95.546,0.013,1.292
1.83E-04,2.23E-04,95.979,0.013,1.284
2.34E-04,3.59E-04,86.582,0.0101,0.97
2.36E-04,3.63E-04,87.415,0.0101,0.966
1.87E-04,2.80E-04,94.389,0.013,1.008
1.89E-04,2.83E-04,95.465,0.013,1.003
2.29E-04,2.96E-04,88.257,0.0101,1.207
2.31E-04,3.01E-04,88.56,0.0101,1.199
1.82E-04,2.19E-04,95.538,0.013,1.292
1.83E-04,2.23E-04,95.972,0.013,1.284
2.35E-04,3.59E-04,86.608,0.0101,0.97
2.37E-04,3.63E-04,87.444,0.0101,0.965
1.88E-04,2.80E-04,94.428,0.013,1.007
1.89E-04,2.83E-04,95.509,0.013,1.002
2.29E-04,2.97E-04,88.251,0.0101,1.206
2.31E-04,3.01E-04,88.554,0.0101,1.199
1.82E-04,2.20E-04,95.53,0.013,1.291
1.83E-04,2.23E-04,95.965,0.013,1.283
2.35E-04,3.59E-04,86.635,0.0101,0.969
2.37E-04,3.63E-04,87.473,0.0101,0.965
1.88E-04,2.80E-04,94.466,0.013,1.007
1.89E-04,2.83E-04,95.553,0.013,1.002
2.29E-04,2.97E-04,88.245,0.0101,1.206
2.32E-04,3.01E-04,88.548,0.0101,1.199
1.82E-04,2.20E-04,95.522,0.013,1.291
1.83E-04,2.23E-04,95.958,0.013,1.283
2.35E-04,3.60E-04,86.662,0.0101,0.969
2.37E-04,3.64E-04,87.503,0.0101,0.964
1.88E-04,2.80E-04,94.506,0.013,1.006
1.89E-04,2.84E-04,95.598,0.013,1.001
2.29E-04,2.97E-04,88.239,0.0101,1.206
2.32E-04,3.02E-04,88.542,0.0101,1.198
1.82E-04,2.20E-04,95.515,0.013,1.29
1.84E-04,2.24E-04,95.951,0.013,1.282
2.35E-04,3.60E-04,86.689,0.0101,0.968
2.37E-04,3.64E-04,87.532,0.0101,0.964
1.88E-04,2.81E-04,94.546,0.013,1.005
1.89E-04,2.84E-04,95.642,0.013,1
2.30E-04,2.97E-04,88.233,0.0101,1.205
2.32E-04,3.02E-04,88.537,0.0101,1.198
1.82E-04,2.20E-04,95.507,0.013,1.29
1.84E-04,2.24E-04,95.944,0.013,1.281
2.35E-04,3.60E-04,86.716,0.0101,0.968
2.37E-04,3.64E-04,87.562,0.0101,0.963
1.88E-04,2.81E-04,94.587,0.013,1.005
1.89E-04,2.84E-04,95.687,0.013,0.999
2.30E-04,2.97E-04,88.227,0.0101,1.205
2.32E-04,3.02E-04,88.531,0.0101,1.197
1.82E-04,2.20E-04,95.5,0.013,1.289
1.84E-04,2.24E-04,95.937,0.013,1.281
2.35E-04,3.60E-04,86.743,0.0101,0.967
2.37E-04,3.64E-04,87.591,0.0101,0.963
1.88E-04,2.81E-04,94.627,0.013,1.004
1.89E-04,2.84E-04,95.732,0.013,0.999
2.30E-04,2.98E-04,88.221,0.0101,1.204
2.32E-04,3.02E-04,88.525,0.0101,1.197
1.82E-04,2.21E-04,95.492,0.013,1.289
1.84E-04,2.24E-04,95.931,0.013,1.28
2.35E-04,3.61E-04,86.77,0.0101,0.966
2.37E-04,3.65E-04,87.621,0.0101,0.962
1.88E-04,2.82E-04,94.668,0.013,1.003
1.90E-04,2.85E-04,95.778,0.013,0.998
2.30E-04,2.98E-04,88.215,0.0101,1.204
2.32E-04,3.02E-04,88.52,0.0101,1.196
1.82E-04,2.21E-04,95.485,0.013,1.288
1.84E-04,2.24E-04,95.924,0.013,1.28
2.35E-04,3.61E-04,86.798,0.0101,0.966
2.37E-04,3.65E-04,87.651,0.0101,0.962
1.88E-04,2.82E-04,94.709,0.013,1.003
1.90E-04,2.85E-04,95.823,0.013,0.997
2.30E-04,2.98E-04,88.209,0.0101,1.204
2.32E-04,3.03E-04,88.514,0.0101,1.196
1.82E-04,2.21E-04,95.477,0.013,1.288
1.84E-04,2.25E-04,95.918,0.013,1.279
2.35E-04,3.61E-04,86.826,0.0101,0.965
2.37E-04,3.65E-04,87.681,0.0101,0.961
1.88E-04,2.82E-04,94.75,0.013,1.002
1.90E-04,2.85E-04,95.869,0.013,0.996
2.30E-04,2.98E-04,88.204,0.0101,1.203
2.32E-04,3.03E-04,88.509,0.0101,1.196
1.82E-04,2.21E-04,95.47,0.013,1.287
1.84E-04,2.25E-04,95.911,0.013,1.279
2.36E-04,3.62E-04,86.853,0.0101,0.965
2.38E-04,3.66E-04,87.712,0.0101,0.96
1.88E-04,2.82E-04,94.792,0.013,1.001
1.90E-04,2.86E-04,95.915,0.013,0.995
2.30E-04,2.99E-04,88.198,0.0101,1.203
2.32E-04,3.03E-04,88.503,0.0101,1.195
