gm,Id,SS,tox,Vtgm
1.82E-04,2.21E-04,95.463,0.013,1.287
1.84E-04,2.25E-04,95.905,0.013,1.278
2.36E-04,3.62E-04,86.881,0.0101,0.964
2.38E-04,3.66E-04,87.742,0.0101,0.96
1.88E-04,2.83E-04,94.833,0.013,1
1.90E-04,2.86E-04,95.962,0.013,0.995
2.30E-04,2.99E-04,88.192,0.0101,1.203
2.32E-04,3.03E-04,88.498,0.0101,1.195
1.83E-04,2.22E-04,95.456,0.013,1.286
1.84E-04,2.25E-04,95.899,0.013,1.278
2.36E-04,3.62E-04,86.91,0.0101,0.964
2.38E-04,3.66E-04,87.773,0.0101,0.959
1.89E-04,2.83E-04,94.875,0.013,1
1.90E-04,2.86E-04,96.008,0.013,0.994
2.30E-04,2.99E-04,88.187,0.0101,1.202
2.33E-04,3.04E-04,88.492,0.0101,1.194
1.83E-04,2.22E-04,95.449,0.013,1.286
1.84E-04,2.25E-04,95.893,0.013,1.277
2.36E-04,3.62E-04,86.938,0.0101,0.963
2.38E-04,3.67E-04,87.803,0.0101,0.959
1.89E-04,2.83E-04,94.918,0.013,0.999
1.90E-04,2.86E-04,96.055,0.013,0.993
2.30E-04,2.99E-04,88.181,0.0101,1.202
2.33E-04,3.04E-04,88.487,0.0101,1.194
1.83E-04,2.22E-04,95.442,0.013,1.285
1.84E-04,2.26E-04,95.887,0.013,1.276
2.36E-04,3.63E-04,86.966,0.0101,0.963
2.38E-04,3.67E-04,87.834,0.0101,0.958
1.89E-04,2.83E-04,94.96,0.013,0.998
1.90E-04,2.87E-04,96.102,0.013,0.992
2.31E-04,2.99E-04,88.176,0.0101,1.202
2.33E-04,3.04E-04,88.482,0.0101,1.194
1.83E-04,2.22E-04,95.435,0.013,1.285
1.84E-04,2.26E-04,95.881,0.013,1.276
2.36E-04,3.63E-04,86.995,0.0101,0.962
2.38E-04,3.67E-04,87.866,0.0101,0.958
1.89E-04,2.84E-04,95.003,0.013,0.998
1.90E-04,2.87E-04,96.15,0.013,0.992
2.31E-04,3.00E-04,88.17,0.0101,1.201
2.33E-04,3.04E-04,88.477,0.0101,1.193
1.83E-04,2.22E-04,95.428,0.013,1.284
1.85E-04,2.26E-04,95.875,0.013,1.275
2.36E-04,3.63E-04,87.024,0.0101,0.962
2.38E-04,3.68E-04,87.897,0.0101,0.957
1.89E-04,2.84E-04,95.046,0.013,0.997
1.90E-04,2.87E-04,96.197,0.013,0.991
2.31E-04,3.00E-04,88.165,0.0101,1.201
2.33E-04,3.04E-04,88.472,0.0101,1.193
1.83E-04,2.23E-04,95.421,0.013,1.284
1.85E-04,2.26E-04,95.869,0.013,1.275
2.36E-04,3.64E-04,87.052,0.0101,0.961
2.38E-04,3.68E-04,87.928,0.0101,0.957
1.89E-04,2.84E-04,95.089,0.013,0.996
1.90E-04,2.88E-04,96.245,0.013,0.99
2.31E-04,3.00E-04,88.159,0.0101,1.2
2.33E-04,3.05E-04,88.466,0.0101,1.192
1.83E-04,2.23E-04,95.414,0.013,1.283
1.85E-04,2.26E-04,95.864,0.013,1.274
2.36E-04,3.64E-04,87.081,0.0101,0.961
2.38E-04,3.68E-04,87.96,0.0101,0.956
1.89E-04,2.84E-04,95.132,0.013,0.995
1.91E-04,2.88E-04,96.293,0.013,0.989
2.31E-04,3.00E-04,88.154,0.0101,1.2
2.33E-04,3.05E-04,88.461,0.0101,1.192
1.83E-04,2.23E-04,95.408,0.013,1.283
1.85E-04,2.27E-04,95.858,0.013,1.274
2.37E-04,3.64E-04,87.111,0.0101,0.96
2.39E-04,3.68E-04,87.992,0.0101,0.955
1.89E-04,2.85E-04,95.176,0.013,0.995
1.91E-04,2.88E-04,96.341,0.013,0.989
2.31E-04,3.00E-04,88.149,0.0101,1.2
2.33E-04,3.05E-04,88.456,0.0101,1.192
1.83E-04,2.23E-04,95.401,0.013,1.282
1.85E-04,2.27E-04,95.852,0.013,1.273
2.37E-04,3.64E-04,87.14,0.0101,0.96
2.39E-04,3.69E-04,88.024,0.0101,0.955
1.89E-04,2.85E-04,95.22,0.013,0.994
1.91E-04,2.88E-04,96.39,0.013,0.988
2.31E-04,3.01E-04,88.143,0.0101,1.199
2.33E-04,3.05E-04,88.451,0.0101,1.191
1.83E-04,2.23E-04,95.394,0.013,1.282
1.85E-04,2.27E-04,95.847,0.013,1.273
2.37E-04,3.65E-04,87.169,0.0101,0.959
2.39E-04,3.69E-04,88.056,0.0101,0.954
1.89E-04,2.85E-04,95.264,0.013,0.993
1.91E-04,2.89E-04,96.439,0.013,0.987
2.31E-04,3.01E-04,88.138,0.0101,1.199
2.33E-04,3.06E-04,88.447,0.0101,1.191
1.83E-04,2.23E-04,95.388,0.013,1.281
1.85E-04,2.27E-04,95.842,0.013,1.272
2.37E-04,3.65E-04,87.199,0.0101,0.959
2.39E-04,3.69E-04,88.088,0.0101,0.954
1.89E-04,2.86E-04,95.309,0.013,0.993
1.91E-04,2.89E-04,96.488,0.013,0.986
2.31E-04,3.01E-04,88.133,0.0101,1.199
2.33E-04,3.06E-04,88.442,0.0101,1.19
1.83E-04,2.24E-04,95.381,0.013,1.281
1.85E-04,2.27E-04,95.837,0.013,1.272
2.37E-04,3.65E-04,87.228,0.0101,0.958
2.39E-04,3.70E-04,88.12,0.0101,0.953
1.90E-04,2.86E-04,95.353,0.013,0.992
1.91E-04,2.89E-04,96.537,0.013,0.986
2.31E-04,3.01E-04,88.128,0.0101,1.198
2.34E-04,3.06E-04,88.437,0.0101,1.19
1.84E-04,2.24E-04,95.375,0.013,1.28
1.85E-04,2.28E-04,95.831,0.013,1.271
2.37E-04,3.66E-04,87.258,0.0101,0.958
2.39E-04,3.70E-04,88.153,0.0101,0.953
1.90E-04,2.86E-04,95.398,0.013,0.991
1.91E-04,2.89E-04,96.586,0.013,0.985
2.31E-04,3.01E-04,88.122,0.0101,1.198
2.34E-04,3.06E-04,88.432,0.0101,1.189
1.84E-04,2.24E-04,95.369,0.013,1.28
1.85E-04,2.28E-04,95.826,0.013,1.27
2.37E-04,3.66E-04,87.289,0.0101,0.957
2.39E-04,3.70E-04,88.186,0.0101,0.952
1.90E-04,2.86E-04,95.443,0.013,0.991
1.91E-04,2.90E-04,96.636,0.013,0.984
2.32E-04,3.02E-04,88.117,0.0101,1.197
2.34E-04,3.06E-04,88.427,0.0101,1.189
1.84E-04,2.24E-04,95.362,0.013,1.279
1.85E-04,2.28E-04,95.821,0.013,1.27
2.37E-04,3.66E-04,87.319,0.0101,0.957
2.39E-04,3.70E-04,88.219,0.0101,0.951
1.90E-04,2.87E-04,95.488,0.013,0.99
1.91E-04,2.90E-04,96.686,0.013,0.983
2.32E-04,3.02E-04,88.112,0.0101,1.197
2.34E-04,3.07E-04,88.423,0.0101,1.189
1.84E-04,2.24E-04,95.356,0.013,1.279
1.85E-04,2.28E-04,95.817,0.013,1.269
2.37E-04,3.66E-04,87.349,0.0101,0.956
2.39E-04,3.71E-04,88.252,0.0101,0.951
1.90E-04,2.87E-04,95.534,0.013,0.989
1.91E-04,2.90E-04,96.736,0.013,0.983
2.32E-04,3.02E-04,88.107,0.0101,1.197
2.34E-04,3.07E-04,88.418,0.0101,1.188
1.84E-04,2.25E-04,95.35,0.013,1.278
1.85E-04,2.28E-04,95.812,0.013,1.269
2.37E-04,3.67E-04,87.38,0.0101,0.956
2.39E-04,3.71E-04,88.285,0.0101,0.95
1.90E-04,2.87E-04,95.579,0.013,0.988
1.91E-04,2.91E-04,96.787,0.013,0.982
2.32E-04,3.02E-04,88.102,0.0101,1.196
2.34E-04,3.07E-04,88.414,0.0101,1.188
1.84E-04,2.25E-04,95.344,0.013,1.278
1.86E-04,2.29E-04,95.807,0.013,1.268
2.38E-04,3.67E-04,87.411,0.0101,0.955
2.40E-04,3.71E-04,88.318,0.0101,0.95
1.90E-04,2.87E-04,95.625,0.013,0.988
1.92E-04,2.91E-04,96.838,0.013,0.981
2.32E-04,3.02E-04,88.097,0.0101,1.196
2.34E-04,3.07E-04,88.409,0.0101,1.187
1.84E-04,2.25E-04,95.338,0.013,1.277
1.86E-04,2.29E-04,95.803,0.013,1.268
2.38E-04,3.67E-04,87.441,0.0101,0.955
2.40E-04,3.72E-04,88.352,0.0101,0.949
1.90E-04,2.88E-04,95.671,0.013,0.987
1.92E-04,2.91E-04,96.889,0.013,0.98
2.32E-04,3.03E-04,88.092,0.0101,1.196
2.34E-04,3.08E-04,88.405,0.0101,1.187
1.84E-04,2.25E-04,95.332,0.013,1.277
1.86E-04,2.29E-04,95.798,0.013,1.267
2.38E-04,3.67E-04,87.472,0.0101,0.954
2.40E-04,3.72E-04,88.385,0.0101,0.949
1.90E-04,2.88E-04,95.717,0.013,0.986
1.92E-04,2.91E-04,96.94,0.013,0.98
2.32E-04,3.03E-04,88.087,0.0101,1.195
2.34E-04,3.08E-04,88.4,0.0101,1.187
1.84E-04,2.25E-04,95.326,0.013,1.276
1.86E-04,2.29E-04,95.794,0.013,1.267
2.38E-04,3.68E-04,87.503,0.0101,0.954
2.40E-04,3.72E-04,88.419,0.0101,0.948
1.90E-04,2.88E-04,95.764,0.013,0.986
1.92E-04,2.92E-04,96.991,0.013,0.979
2.32E-04,3.03E-04,88.082,0.0101,1.195
2.34E-04,3.08E-04,88.396,0.0101,1.186
1.84E-04,2.25E-04,95.32,0.013,1.276
1.86E-04,2.29E-04,95.789,0.013,1.266
2.38E-04,3.68E-04,87.535,0.0101,0.953
2.40E-04,3.72E-04,88.453,0.0101,0.948
1.90E-04,2.88E-04,95.811,0.013,0.985
1.92E-04,2.92E-04,97.043,0.013,0.978
2.32E-04,3.03E-04,88.077,0.0101,1.194
2.34E-04,3.08E-04,88.392,0.0101,1.186
1.84E-04,2.26E-04,95.314,0.013,1.275
1.86E-04,2.30E-04,95.785,0.013,1.266
2.38E-04,3.68E-04,87.566,0.0101,0.953
2.40E-04,3.73E-04,88.487,0.0101,0.947
1.90E-04,2.89E-04,95.858,0.013,0.984
1.92E-04,2.92E-04,97.095,0.013,0.978
2.32E-04,3.03E-04,88.073,0.0101,1.194
2.35E-04,3.08E-04,88.387,0.0101,1.185
1.84E-04,2.26E-04,95.308,0.013,1.275
1.86E-04,2.30E-04,95.781,0.013,1.265
2.38E-04,3.68E-04,87.598,0.0101,0.952
2.40E-04,3.73E-04,88.521,0.0101,0.947
1.90E-04,2.89E-04,95.905,0.013,0.984
1.92E-04,2.92E-04,97.147,0.013,0.977
2.32E-04,3.03E-04,88.068,0.0101,1.194
2.35E-04,3.09E-04,88.383,0.0101,1.185
1.84E-04,2.26E-04,95.302,0.013,1.274
1.86E-04,2.30E-04,95.777,0.013,1.264
2.38E-04,3.69E-04,87.629,0.0101,0.952
2.40E-04,3.73E-04,88.555,0.0101,0.946
1.91E-04,2.89E-04,95.952,0.013,0.983
1.92E-04,2.93E-04,97.2,0.013,0.976
2.32E-04,3.04E-04,88.063,0.0101,1.193
2.35E-04,3.09E-04,88.379,0.0101,1.185
1.84E-04,2.26E-04,95.296,0.013,1.274
1.86E-04,2.30E-04,95.773,0.013,1.264
2.38E-04,3.69E-04,87.661,0.0101,0.951
2.40E-04,3.74E-04,88.59,0.0101,0.945
1.91E-04,2.89E-04,96,0.013,0.982
1.92E-04,2.93E-04,97.253,0.013,0.975
2.32E-04,3.04E-04,88.058,0.0101,1.193
2.35E-04,3.09E-04,88.375,0.0101,1.184
1.85E-04,2.26E-04,95.291,0.013,1.273
1.86E-04,2.30E-04,95.769,0.013,1.263
2.38E-04,3.69E-04,87.693,0.0101,0.951
2.40E-04,3.74E-04,88.625,0.0101,0.945
1.91E-04,2.90E-04,96.048,0.013,0.982
1.92E-04,2.93E-04,97.306,0.013,0.975
2.33E-04,3.04E-04,88.054,0.0101,1.192
2.35E-04,3.09E-04,88.37,0.0101,1.184
1.85E-04,2.26E-04,95.285,0.013,1.273
1.86E-04,2.30E-04,95.765,0.013,1.263
2.38E-04,3.69E-04,87.725,0.0101,0.95
2.40E-04,3.74E-04,88.659,0.0101,0.944
1.91E-04,2.90E-04,96.096,0.013,0.981
1.92E-04,2.93E-04,97.359,0.013,0.974
2.33E-04,3.04E-04,88.049,0.0101,1.192
2.35E-04,3.09E-04,88.366,0.0101,1.183
1.85E-04,2.27E-04,95.279,0.013,1.273
1.86E-04,2.31E-04,95.762,0.013,1.262
2.39E-04,3.70E-04,87.757,0.0101,0.95
2.41E-04,3.74E-04,88.694,0.0101,0.944
1.91E-04,2.90E-04,96.144,0.013,0.98
1.92E-04,2.94E-04,97.412,0.013,0.973
2.33E-04,3.04E-04,88.044,0.0101,1.192
2.35E-04,3.10E-04,88.362,0.0101,1.183
1.85E-04,2.27E-04,95.274,0.013,1.272
1.86E-04,2.31E-04,95.758,0.013,1.262
2.39E-04,3.70E-04,87.79,0.0101,0.949
2.41E-04,3.75E-04,88.729,0.0101,0.943
1.91E-04,2.90E-04,96.192,0.013,0.98
1.92E-04,2.94E-04,97.466,0.013,0.972
2.33E-04,3.05E-04,88.039,0.0101,1.191
2.35E-04,3.10E-04,88.358,0.0101,1.182
1.85E-04,2.27E-04,95.268,0.013,1.272
1.87E-04,2.31E-04,95.755,0.013,1.261
2.39E-04,3.70E-04,87.822,0.0101,0.949
2.41E-04,3.75E-04,88.765,0.0101,0.943
1.91E-04,2.91E-04,96.241,0.013,0.979
1.93E-04,2.94E-04,97.52,0.013,0.972
2.33E-04,3.05E-04,88.035,0.0101,1.191
2.35E-04,3.10E-04,88.354,0.0101,1.182
1.85E-04,2.27E-04,95.263,0.013,1.271
1.87E-04,2.31E-04,95.751,0.013,1.261
2.39E-04,3.71E-04,87.855,0.0101,0.948
2.41E-04,3.75E-04,88.8,0.0101,0.942
1.91E-04,2.91E-04,96.289,0.013,0.978
1.93E-04,2.95E-04,97.575,0.013,0.971
2.33E-04,3.05E-04,88.03,0.0101,1.191
2.35E-04,3.10E-04,88.35,0.0101,1.182
1.85E-04,2.27E-04,95.258,0.013,1.271
1.87E-04,2.31E-04,95.748,0.013,1.26
2.39E-04,3.71E-04,87.887,0.0101,0.948
2.41E-04,3.75E-04,88.836,0.0101,0.942
1.91E-04,2.91E-04,96.338,0.013,0.978
1.93E-04,2.95E-04,97.629,0.013,0.97
2.33E-04,3.05E-04,88.026,0.0101,1.19
2.35E-04,3.10E-04,88.346,0.0101,1.181
1.85E-04,2.28E-04,95.252,0.013,1.27
1.87E-04,2.32E-04,95.744,0.013,1.26
2.39E-04,3.71E-04,87.92,0.0101,0.947
2.41E-04,3.76E-04,88.872,0.0101,0.941
1.91E-04,2.91E-04,96.388,0.013,0.977
1.93E-04,2.95E-04,97.684,0.013,0.969
2.33E-04,3.05E-04,88.021,0.0101,1.19
2.35E-04,3.11E-04,88.343,0.0101,1.181
1.85E-04,2.28E-04,95.247,0.013,1.27
1.87E-04,2.32E-04,95.741,0.013,1.259
2.39E-04,3.71E-04,87.953,0.0101,0.947
2.41E-04,3.76E-04,88.908,0.0101,0.941
1.91E-04,2.92E-04,96.437,0.013,0.976
1.93E-04,2.95E-04,97.739,0.013,0.969
2.33E-04,3.06E-04,88.017,0.0101,1.189
2.36E-04,3.11E-04,88.339,0.0101,1.18
1.85E-04,2.28E-04,95.242,0.013,1.269
1.87E-04,2.32E-04,95.738,0.013,1.258
2.39E-04,3.72E-04,87.986,0.0101,0.946
2.41E-04,3.76E-04,88.944,0.0101,0.94
1.91E-04,2.92E-04,96.486,0.013,0.975
1.93E-04,2.96E-04,97.794,0.013,0.968
2.33E-04,3.06E-04,88.012,0.0101,1.189
2.36E-04,3.11E-04,88.335,0.0101,1.18
1.85E-04,2.28E-04,95.237,0.013,1.269
1.87E-04,2.32E-04,95.735,0.013,1.258
2.39E-04,3.72E-04,88.02,0.0101,0.946
2.41E-04,3.77E-04,88.98,0.0101,0.939
1.91E-04,2.92E-04,96.536,0.013,0.975
1.93E-04,2.96E-04,97.85,0.013,0.967
2.33E-04,3.06E-04,88.008,0.0101,1.189
2.36E-04,3.11E-04,88.331,0.0101,1.18
1.85E-04,2.28E-04,95.232,0.013,1.268
1.87E-04,2.32E-04,95.732,0.013,1.257
2.39E-04,3.72E-04,88.053,0.0101,0.945
2.41E-04,3.77E-04,89.016,0.0101,0.939
1.92E-04,2.92E-04,96.586,0.013,0.974
1.93E-04,2.96E-04,97.906,0.013,0.966
2.33E-04,3.06E-04,88.003,0.0101,1.188
2.36E-04,3.11E-04,88.327,0.0101,1.179
1.85E-04,2.28E-04,95.227,0.013,1.268
1.87E-04,2.33E-04,95.729,0.013,1.257
2.39E-04,3.72E-04,88.086,0.0101,0.945
2.41E-04,3.77E-04,89.053,0.0101,0.938
1.92E-04,2.92E-04,96.636,0.013,0.973
1.93E-04,2.96E-04,97.962,0.013,0.966
2.34E-04,3.06E-04,88.061,0.0101,1.189
2.36E-04,3.12E-04,88.324,0.0101,1.179
1.85E-04,2.29E-04,95.222,0.013,1.267
1.87E-04,2.33E-04,95.726,0.013,1.256
2.39E-04,3.73E-04,88.12,0.0101,0.944
2.42E-04,3.77E-04,89.09,0.0101,0.938
1.92E-04,2.93E-04,96.686,0.013,0.973
1.93E-04,2.97E-04,98.018,0.013,0.965
2.34E-04,3.06E-04,87.995,0.0101,1.188
2.36E-04,3.12E-04,88.32,0.0101,1.178
1.85E-04,2.29E-04,95.217,0.013,1.267
1.87E-04,2.33E-04,95.724,0.013,1.256
2.40E-04,3.73E-04,88.154,0.0101,0.944
2.42E-04,3.78E-04,89.127,0.0101,0.937
1.92E-04,2.93E-04,96.737,0.013,0.972
1.93E-04,2.97E-04,98.074,0.013,0.964
2.34E-04,3.07E-04,87.99,0.0101,1.187
2.36E-04,3.12E-04,88.316,0.0101,1.178
1.85E-04,2.29E-04,95.212,0.013,1.266
1.87E-04,2.33E-04,95.721,0.013,1.255
2.40E-04,3.73E-04,88.187,0.0101,0.943
2.42E-04,3.78E-04,89.164,0.0101,0.937
1.92E-04,2.93E-04,96.788,0.013,0.971
1.93E-04,2.97E-04,98.131,0.013,0.964
2.34E-04,3.07E-04,87.986,0.0101,1.187
2.36E-04,3.12E-04,88.313,0.0101,1.178
1.86E-04,2.29E-04,95.207,0.013,1.266
1.87E-04,2.33E-04,95.718,0.013,1.255
2.40E-04,3.73E-04,88.221,0.0101,0.943
2.42E-04,3.78E-04,89.201,0.0101,0.936
1.92E-04,2.93E-04,96.839,0.013,0.971
1.93E-04,2.97E-04,98.188,0.013,0.963
2.34E-04,3.07E-04,87.982,0.0101,1.186
2.36E-04,3.12E-04,88.309,0.0101,1.177
1.86E-04,2.29E-04,95.203,0.013,1.265
1.87E-04,2.33E-04,95.716,0.013,1.254
2.40E-04,3.74E-04,88.256,0.0101,0.942
2.42E-04,3.78E-04,89.238,0.0101,0.936
1.92E-04,2.94E-04,96.89,0.013,0.97
1.94E-04,2.98E-04,98.246,0.013,0.962
2.34E-04,3.07E-04,87.978,0.0101,1.186
2.36E-04,3.13E-04,88.306,0.0101,1.177
1.86E-04,2.29E-04,95.198,0.013,1.265
1.87E-04,2.34E-04,95.713,0.013,1.254
2.40E-04,3.74E-04,88.29,0.0101,0.942
2.42E-04,3.79E-04,89.276,0.0101,0.935
1.92E-04,2.94E-04,96.941,0.013,0.969
1.94E-04,2.98E-04,98.303,0.013,0.961
2.34E-04,3.07E-04,87.974,0.0101,1.186
2.36E-04,3.13E-04,88.302,0.0101,1.176
1.86E-04,2.30E-04,95.193,0.013,1.264
1.88E-04,2.34E-04,95.711,0.013,1.253
2.40E-04,3.74E-04,88.324,0.0101,0.941
2.42E-04,3.79E-04,89.313,0.0101,0.934
1.92E-04,2.94E-04,96.992,0.013,0.969
1.94E-04,2.98E-04,98.361,0.013,0.961
2.34E-04,3.08E-04,87.969,0.0101,1.185
2.36E-04,3.13E-04,88.299,0.0101,1.176
1.86E-04,2.30E-04,95.205,0.013,1.263
1.88E-04,2.34E-04,95.709,0.013,1.253
2.40E-04,3.74E-04,88.359,0.0101,0.941
2.42E-04,3.79E-04,89.351,0.0101,0.934
1.92E-04,2.94E-04,97.044,0.013,0.968
1.94E-04,2.98E-04,98.419,0.013,0.96
2.34E-04,3.08E-04,87.965,0.0101,1.185
2.37E-04,3.13E-04,88.295,0.0101,1.176
1.86E-04,2.30E-04,95.201,0.013,1.263
1.88E-04,2.34E-04,95.706,0.013,1.252
2.40E-04,3.75E-04,88.393,0.0101,0.94
2.42E-04,3.79E-04,89.389,0.0101,0.933
1.92E-04,2.95E-04,97.096,0.013,0.967
1.94E-04,2.99E-04,98.478,0.013,0.959
2.34E-04,3.08E-04,87.961,0.0101,1.185
2.37E-04,3.13E-04,88.292,0.0101,1.175
1.86E-04,2.30E-04,95.196,0.013,1.262
1.88E-04,2.34E-04,95.704,0.013,1.252
2.40E-04,3.75E-04,88.428,0.0101,0.94
2.42E-04,3.80E-04,89.427,0.0101,0.933
1.92E-04,2.95E-04,97.148,0.013,0.967
1.94E-04,2.99E-04,98.536,0.013,0.959
2.34E-04,3.08E-04,87.957,0.0101,1.184
2.37E-04,3.14E-04,88.288,0.0101,1.175
1.86E-04,2.30E-04,95.192,0.013,1.262
1.88E-04,2.35E-04,95.702,0.013,1.251
2.40E-04,3.75E-04,88.463,0.0101,0.939
2.42E-04,3.80E-04,89.466,0.0101,0.932
1.92E-04,2.95E-04,97.2,0.013,0.966
1.94E-04,2.99E-04,98.595,0.013,0.958
2.34E-04,3.08E-04,87.953,0.0101,1.184
2.37E-04,3.14E-04,88.285,0.0101,1.174
1.86E-04,2.30E-04,95.188,0.013,1.261
1.88E-04,2.35E-04,95.7,0.013,1.25
2.40E-04,3.75E-04,88.498,0.0101,0.939
2.43E-04,3.80E-04,89.504,0.0101,0.932
1.92E-04,2.95E-04,97.253,0.013,0.965
1.94E-04,2.99E-04,98.654,0.013,0.957
2.34E-04,3.08E-04,87.949,0.0101,1.183
2.37E-04,3.14E-04,88.281,0.0101,1.174
1.86E-04,2.31E-04,95.184,0.013,1.261
1.88E-04,2.35E-04,95.698,0.013,1.25
2.40E-04,3.75E-04,88.558,0.0101,0.938
2.43E-04,3.81E-04,89.543,0.0101,0.931
1.93E-04,2.96E-04,97.305,0.013,0.965
1.94E-04,3.00E-04,98.714,0.013,0.956
2.34E-04,3.09E-04,87.946,0.0101,1.183
2.37E-04,3.14E-04,88.278,0.0101,1.174
1.86E-04,2.31E-04,95.18,0.013,1.26
1.88E-04,2.35E-04,95.696,0.013,1.249
2.40E-04,3.76E-04,88.593,0.0101,0.937
2.43E-04,3.81E-04,89.582,0.0101,0.931
1.93E-04,2.96E-04,97.358,0.013,0.964
1.94E-04,3.00E-04,98.773,0.013,0.956
2.34E-04,3.09E-04,87.942,0.0101,1.183
2.37E-04,3.14E-04,88.275,0.0101,1.173
1.86E-04,2.31E-04,95.176,0.013,1.26
1.88E-04,2.35E-04,95.694,0.013,1.249
2.41E-04,3.76E-04,88.629,0.0101,0.937
2.43E-04,3.81E-04,89.621,0.0101,0.93
1.93E-04,2.96E-04,97.428,0.013,0.963
1.94E-04,3.00E-04,98.833,0.013,0.955
2.35E-04,3.09E-04,87.938,0.0101,1.182
2.37E-04,3.15E-04,88.272,0.0101,1.173
1.86E-04,2.31E-04,95.172,0.013,1.259
1.88E-04,2.35E-04,95.693,0.013,1.248
2.41E-04,3.76E-04,88.665,0.0101,0.936
2.43E-04,3.81E-04,89.66,0.0101,0.93
1.93E-04,2.96E-04,97.482,0.013,0.962
1.94E-04,3.00E-04,98.893,0.013,0.954
2.35E-04,3.09E-04,87.934,0.0101,1.182
2.37E-04,3.15E-04,88.268,0.0101,1.172
1.86E-04,2.31E-04,95.168,0.013,1.259
1.88E-04,2.36E-04,95.691,0.013,1.248
2.41E-04,3.76E-04,88.701,0.0101,0.936
2.43E-04,3.82E-04,89.699,0.0101,0.929
1.93E-04,2.96E-04,97.536,0.013,0.962
1.94E-04,3.01E-04,98.954,0.013,0.953
2.35E-04,3.09E-04,87.931,0.0101,1.182
2.37E-04,3.15E-04,88.265,0.0101,1.172
1.86E-04,2.31E-04,95.148,0.013,1.259
1.88E-04,2.36E-04,95.689,0.013,1.247
2.41E-04,3.77E-04,88.737,0.0101,0.935
2.43E-04,3.82E-04,89.738,0.0101,0.928
1.93E-04,2.97E-04,97.59,0.013,0.961
1.94E-04,3.01E-04,99.014,0.013,0.953
2.35E-04,3.10E-04,87.927,0.0101,1.181
2.37E-04,3.15E-04,88.262,0.0101,1.172
1.86E-04,2.32E-04,95.145,0.013,1.258
1.88E-04,2.36E-04,95.688,0.013,1.247
2.41E-04,3.77E-04,88.627,0.0101,0.936
2.43E-04,3.82E-04,89.778,0.0101,0.928
1.93E-04,2.97E-04,97.644,0.013,0.96
1.94E-04,3.01E-04,99.075,0.013,0.952
2.35E-04,3.10E-04,87.923,0.0101,1.181
2.37E-04,3.15E-04,88.259,0.0101,1.171
1.87E-04,2.32E-04,95.141,0.013,1.258
1.88E-04,2.36E-04,95.686,0.013,1.246
2.41E-04,3.77E-04,88.663,0.0101,0.935
2.43E-04,3.82E-04,89.817,0.0101,0.927
1.93E-04,2.97E-04,97.699,0.013,0.96
