gm,Id,SS,tox,Vtgm
1.95E-04,3.01E-04,99.136,0.013,0.951
2.35E-04,3.10E-04,87.92,0.0101,1.18
2.37E-04,3.16E-04,88.256,0.0101,1.171
1.87E-04,2.32E-04,95.138,0.013,1.257
1.88E-04,2.36E-04,95.686,0.013,1.246
2.41E-04,3.77E-04,88.7,0.0101,0.934
2.43E-04,3.83E-04,89.857,0.0101,0.927
1.93E-04,2.97E-04,97.754,0.013,0.959
1.95E-04,3.02E-04,99.198,0.013,0.951
2.35E-04,3.10E-04,87.916,0.0101,1.18
2.37E-04,3.16E-04,88.253,0.0101,1.17
1.87E-04,2.32E-04,95.134,0.013,1.257
1.89E-04,2.37E-04,95.686,0.013,1.245
2.41E-04,3.78E-04,88.883,0.0101,0.933
2.43E-04,3.83E-04,89.897,0.0101,0.926
1.93E-04,2.98E-04,97.809,0.013,0.958
1.95E-04,3.02E-04,99.259,0.013,0.95
2.35E-04,3.10E-04,87.913,0.0101,1.18
2.38E-04,3.16E-04,88.25,0.0101,1.17
1.87E-04,2.32E-04,95.131,0.013,1.256
1.89E-04,2.37E-04,95.686,0.013,1.245
2.41E-04,3.78E-04,88.766,0.0101,0.934
2.43E-04,3.83E-04,89.937,0.0101,0.926
1.93E-04,2.98E-04,97.864,0.013,0.958
1.95E-04,3.02E-04,99.321,0.013,0.949
2.35E-04,3.10E-04,87.91,0.0101,1.179
2.38E-04,3.16E-04,88.247,0.0101,1.17
1.87E-04,2.32E-04,95.128,0.013,1.256
1.89E-04,2.37E-04,95.686,0.013,1.244
2.41E-04,3.78E-04,88.928,0.0101,0.933
2.43E-04,3.83E-04,89.977,0.0101,0.925
1.93E-04,2.98E-04,97.92,0.013,0.957
1.95E-04,3.02E-04,99.383,0.013,0.948
2.35E-04,3.11E-04,87.906,0.0101,1.179
2.38E-04,3.16E-04,88.244,0.0101,1.169
1.87E-04,2.33E-04,95.125,0.013,1.255
1.89E-04,2.37E-04,95.686,0.013,1.244
2.41E-04,3.78E-04,88.964,0.0101,0.932
2.44E-04,3.84E-04,90.018,0.0101,0.925
1.93E-04,2.98E-04,97.975,0.013,0.957
1.95E-04,3.03E-04,99.446,0.013,0.948
2.35E-04,3.11E-04,87.903,0.0101,1.178
2.38E-04,3.17E-04,88.241,0.0101,1.169
1.87E-04,2.33E-04,95.122,0.013,1.255
1.89E-04,2.37E-04,95.686,0.013,1.243
2.41E-04,3.79E-04,89.001,0.0101,0.931
2.44E-04,3.84E-04,90.059,0.0101,0.924
1.93E-04,2.99E-04,98.031,0.013,0.956
1.95E-04,3.03E-04,99.508,0.013,0.947
2.35E-04,3.11E-04,87.9,0.0101,1.178
2.38E-04,3.17E-04,88.238,0.0101,1.168
1.87E-04,2.33E-04,95.119,0.013,1.254
1.89E-04,2.37E-04,95.686,0.013,1.243
2.41E-04,3.79E-04,89.038,0.0101,0.931
2.44E-04,3.84E-04,90.099,0.0101,0.924
1.93E-04,2.99E-04,98.087,0.013,0.955
1.95E-04,3.03E-04,99.571,0.013,0.946
2.35E-04,3.11E-04,87.897,0.0101,1.178
2.38E-04,3.17E-04,88.235,0.0101,1.168
1.87E-04,2.33E-04,95.116,0.013,1.254
1.89E-04,2.38E-04,95.686,0.013,1.242
2.42E-04,3.79E-04,89.075,0.0101,0.93
2.44E-04,3.84E-04,90.189,0.0101,0.923
1.93E-04,2.99E-04,98.12,0.013,0.955
1.95E-04,3.03E-04,99.635,0.013,0.945
2.35E-04,3.11E-04,87.894,0.0101,1.177
2.38E-04,3.17E-04,88.232,0.0101,1.168
1.87E-04,2.33E-04,95.113,0.013,1.253
1.89E-04,2.38E-04,95.686,0.013,1.241
2.42E-04,3.79E-04,89.112,0.0101,0.93
2.44E-04,3.85E-04,90.181,0.0101,0.923
1.94E-04,2.99E-04,98.176,0.013,0.954
1.95E-04,3.03E-04,99.698,0.013,0.945
2.35E-04,3.12E-04,87.891,0.0101,1.177
2.38E-04,3.17E-04,88.23,0.0101,1.167
1.87E-04,2.33E-04,95.11,0.013,1.253
1.89E-04,2.38E-04,95.687,0.013,1.241
2.42E-04,3.80E-04,89.15,0.0101,0.929
2.44E-04,3.85E-04,90.223,0.0101,0.922
1.94E-04,2.99E-04,98.233,0.013,0.953
1.95E-04,3.04E-04,99.762,0.013,0.944
2.36E-04,3.12E-04,87.888,0.0101,1.177
2.38E-04,3.17E-04,88.227,0.0101,1.167
1.87E-04,2.34E-04,95.108,0.013,1.252
1.89E-04,2.38E-04,95.687,0.013,1.24
2.42E-04,3.80E-04,89.187,0.0101,0.929
2.44E-04,3.85E-04,90.264,0.0101,0.921
1.94E-04,3.00E-04,98.289,0.013,0.953
1.95E-04,3.04E-04,99.826,0.013,0.943
2.36E-04,3.12E-04,87.885,0.0101,1.176
2.38E-04,3.18E-04,88.224,0.0101,1.166
1.87E-04,2.34E-04,95.105,0.013,1.252
1.89E-04,2.38E-04,95.687,0.013,1.24
2.42E-04,3.80E-04,89.225,0.0101,0.928
2.44E-04,3.85E-04,90.305,0.0101,0.921
1.94E-04,3.00E-04,98.346,0.013,0.952
1.95E-04,3.04E-04,99.89,0.013,0.943
2.36E-04,3.12E-04,87.882,0.0101,1.176
2.38E-04,3.18E-04,88.222,0.0101,1.166
1.87E-04,2.34E-04,95.103,0.013,1.251
1.89E-04,2.39E-04,95.688,0.013,1.239
2.42E-04,3.80E-04,89.263,0.0101,0.928
2.44E-04,3.86E-04,90.347,0.0101,0.92
1.94E-04,3.00E-04,98.403,0.013,0.951
1.95E-04,3.04E-04,99.954,0.013,0.942
2.36E-04,3.12E-04,87.879,0.0101,1.176
2.38E-04,3.18E-04,88.219,0.0101,1.166
1.87E-04,2.34E-04,95.101,0.013,1.251
1.89E-04,2.39E-04,95.688,0.013,1.239
2.42E-04,3.80E-04,89.301,0.0101,0.927
2.44E-04,3.86E-04,90.389,0.0101,0.92
1.94E-04,3.00E-04,98.46,0.013,0.951
1.95E-04,3.05E-04,100.019,0.013,0.941
2.36E-04,3.12E-04,87.876,0.0101,1.175
2.38E-04,3.18E-04,88.217,0.0101,1.165
1.87E-04,2.34E-04,95.099,0.013,1.25
1.89E-04,2.39E-04,95.689,0.013,1.238
2.42E-04,3.81E-04,89.339,0.0101,0.927
2.44E-04,3.86E-04,90.431,0.0101,0.919
1.94E-04,3.01E-04,98.517,0.013,0.95
1.96E-04,3.05E-04,100.084,0.013,0.94
2.36E-04,3.13E-04,87.874,0.0101,1.175
2.38E-04,3.18E-04,88.214,0.0101,1.165
1.87E-04,2.34E-04,95.096,0.013,1.25
1.89E-04,2.39E-04,95.689,0.013,1.238
2.42E-04,3.81E-04,89.377,0.0101,0.926
2.44E-04,3.86E-04,90.473,0.0101,0.919
1.94E-04,3.01E-04,98.575,0.013,0.949
1.96E-04,3.05E-04,100.149,0.013,0.94
2.36E-04,3.13E-04,87.871,0.0101,1.174
2.39E-04,3.19E-04,88.212,0.0101,1.164
1.88E-04,2.34E-04,95.094,0.013,1.249
1.89E-04,2.39E-04,95.69,0.013,1.237
2.42E-04,3.81E-04,89.416,0.0101,0.926
2.44E-04,3.87E-04,90.515,0.0101,0.918
1.94E-04,3.01E-04,98.633,0.013,0.949
1.96E-04,3.05E-04,100.214,0.013,0.939
2.36E-04,3.13E-04,87.868,0.0101,1.174
2.39E-04,3.19E-04,88.209,0.0101,1.164
1.88E-04,2.35E-04,95.092,0.013,1.249
1.89E-04,2.39E-04,95.691,0.013,1.237
2.42E-04,3.81E-04,89.454,0.0101,0.925
2.45E-04,3.87E-04,90.558,0.0101,0.918
1.94E-04,3.01E-04,98.691,0.013,0.948
1.96E-04,3.06E-04,100.28,0.013,0.938
2.36E-04,3.13E-04,87.866,0.0101,1.174
2.39E-04,3.19E-04,88.207,0.0101,1.164
1.88E-04,2.35E-04,95.091,0.013,1.248
1.90E-04,2.40E-04,95.691,0.013,1.236
2.42E-04,3.82E-04,89.493,0.0101,0.925
2.45E-04,3.87E-04,90.6,0.0101,0.917
1.94E-04,3.01E-04,98.75,0.013,0.947
1.96E-04,3.06E-04,100.346,0.013,0.938
2.36E-04,3.13E-04,87.863,0.0101,1.173
2.39E-04,3.19E-04,88.205,0.0101,1.163
1.88E-04,2.35E-04,95.089,0.013,1.248
1.90E-04,2.40E-04,95.692,0.013,1.236
2.42E-04,3.82E-04,89.532,0.0101,0.924
2.45E-04,3.87E-04,90.643,0.0101,0.917
1.94E-04,3.02E-04,98.808,0.013,0.947
1.96E-04,3.06E-04,100.412,0.013,0.937
2.36E-04,3.13E-04,87.861,0.0101,1.173
2.39E-04,3.19E-04,88.203,0.0101,1.163
1.88E-04,2.35E-04,95.087,0.013,1.247
1.90E-04,2.40E-04,95.693,0.013,1.235
2.42E-04,3.82E-04,89.571,0.0101,0.924
2.45E-04,3.88E-04,90.686,0.0101,0.916
1.94E-04,3.02E-04,98.867,0.013,0.946
1.96E-04,3.06E-04,100.479,0.013,0.936
2.36E-04,3.14E-04,87.858,0.0101,1.173
2.39E-04,3.19E-04,88.201,0.0101,1.162
1.88E-04,2.35E-04,95.086,0.013,1.247
1.90E-04,2.40E-04,95.694,0.013,1.235
2.42E-04,3.82E-04,89.611,0.0101,0.923
2.45E-04,3.88E-04,90.729,0.0101,0.916
1.94E-04,3.02E-04,98.926,0.013,0.945
1.96E-04,3.07E-04,100.545,0.013,0.935
2.36E-04,3.14E-04,87.856,0.0101,1.172
2.39E-04,3.20E-04,88.199,0.0101,1.162
1.88E-04,2.35E-04,95.084,0.013,1.246
1.90E-04,2.40E-04,95.695,0.013,1.234
2.43E-04,3.83E-04,89.65,0.0101,0.923
2.45E-04,3.88E-04,90.772,0.0101,0.915
1.94E-04,3.02E-04,98.986,0.013,0.945
1.96E-04,3.07E-04,100.612,0.013,0.935
2.36E-04,3.14E-04,87.854,0.0101,1.172
2.39E-04,3.20E-04,88.197,0.0101,1.162
1.88E-04,2.36E-04,95.083,0.013,1.246
1.90E-04,2.40E-04,95.696,0.013,1.234
2.43E-04,3.83E-04,89.69,0.0101,0.922
2.45E-04,3.88E-04,90.815,0.0101,0.915
1.94E-04,3.03E-04,99.046,0.013,0.944
1.96E-04,3.07E-04,100.679,0.013,0.934
2.36E-04,3.14E-04,87.852,0.0101,1.171
2.39E-04,3.20E-04,88.195,0.0101,1.161
1.88E-04,2.36E-04,95.083,0.013,1.245
1.90E-04,2.41E-04,95.697,0.013,1.233
2.43E-04,3.83E-04,89.73,0.0101,0.922
2.45E-04,3.89E-04,90.859,0.0101,0.914
1.94E-04,3.03E-04,99.105,0.013,0.943
1.96E-04,3.07E-04,100.746,0.013,0.933
2.36E-04,3.14E-04,87.85,0.0101,1.171
2.39E-04,3.20E-04,88.194,0.0101,1.161
1.88E-04,2.36E-04,95.083,0.013,1.245
1.90E-04,2.41E-04,95.698,0.013,1.233
2.43E-04,3.83E-04,89.77,0.0101,0.921
2.45E-04,3.89E-04,90.902,0.0101,0.913
1.95E-04,3.03E-04,98.988,0.013,0.943
1.96E-04,3.07E-04,100.814,0.013,0.933
2.37E-04,3.14E-04,87.847,0.0101,1.171
2.39E-04,3.20E-04,88.192,0.0101,1.16
1.88E-04,2.36E-04,95.083,0.013,1.245
1.90E-04,2.41E-04,95.699,0.013,1.232
2.43E-04,3.83E-04,89.81,0.0101,0.921
2.45E-04,3.89E-04,90.946,0.0101,0.913
1.95E-04,3.03E-04,99.049,0.013,0.943
1.96E-04,3.08E-04,100.882,0.013,0.932
2.37E-04,3.15E-04,87.845,0.0101,1.17
2.39E-04,3.21E-04,88.19,0.0101,1.16
1.88E-04,2.36E-04,95.083,0.013,1.244
1.90E-04,2.41E-04,95.7,0.013,1.231
2.43E-04,3.84E-04,89.85,0.0101,0.92
2.45E-04,3.89E-04,90.99,0.0101,0.912
1.95E-04,3.03E-04,99.287,0.013,0.941
1.96E-04,3.08E-04,100.95,0.013,0.931
2.37E-04,3.15E-04,87.843,0.0101,1.17
2.39E-04,3.21E-04,88.189,0.0101,1.16
1.88E-04,2.36E-04,95.083,0.013,1.244
1.90E-04,2.41E-04,95.701,0.013,1.231
2.43E-04,3.84E-04,89.933,0.0101,0.92
2.45E-04,3.90E-04,91.034,0.0101,0.912
1.95E-04,3.04E-04,99.348,0.013,0.941
1.96E-04,3.08E-04,101.018,0.013,0.931
2.37E-04,3.15E-04,87.842,0.0101,1.17
2.39E-04,3.21E-04,88.187,0.0101,1.159
1.88E-04,2.37E-04,95.083,0.013,1.243
1.90E-04,2.41E-04,95.702,0.013,1.23
2.43E-04,3.84E-04,89.975,0.0101,0.919
2.45E-04,3.90E-04,91.078,0.0101,0.911
1.95E-04,3.04E-04,99.409,0.013,0.94
1.96E-04,3.08E-04,101.087,0.013,0.93
2.37E-04,3.15E-04,87.84,0.0101,1.169
2.39E-04,3.21E-04,88.186,0.0101,1.159
1.88E-04,2.37E-04,95.084,0.013,1.243
1.90E-04,2.42E-04,95.704,0.013,1.23
2.43E-04,3.84E-04,90.016,0.0101,0.919
2.45E-04,3.90E-04,91.122,0.0101,0.911
1.95E-04,3.04E-04,99.471,0.013,0.939
1.97E-04,3.09E-04,101.156,0.013,0.929
2.37E-04,3.15E-04,87.838,0.0101,1.169
2.40E-04,3.21E-04,88.185,0.0101,1.158
1.88E-04,2.37E-04,95.084,0.013,1.242
1.90E-04,2.42E-04,95.705,0.013,1.229
2.43E-04,3.85E-04,90.058,0.0101,0.918
2.45E-04,3.90E-04,91.166,0.0101,0.91
1.95E-04,3.04E-04,99.533,0.013,0.939
1.97E-04,3.09E-04,101.225,0.013,0.929
2.37E-04,3.15E-04,87.836,0.0101,1.168
2.40E-04,3.21E-04,88.184,0.0101,1.158
1.88E-04,2.37E-04,95.084,0.013,1.242
1.90E-04,2.42E-04,95.717,0.013,1.229
2.43E-04,3.85E-04,90.1,0.0101,0.918
2.46E-04,3.90E-04,91.211,0.0101,0.91
1.95E-04,3.04E-04,99.595,0.013,0.938
1.97E-04,3.09E-04,101.294,0.013,0.928
2.37E-04,3.16E-04,87.834,0.0101,1.168
2.40E-04,3.22E-04,88.183,0.0101,1.158
1.88E-04,2.37E-04,95.085,0.013,1.241
1.90E-04,2.42E-04,95.718,0.013,1.229
2.43E-04,3.85E-04,90.142,0.0101,0.917
2.46E-04,3.91E-04,91.256,0.0101,0.909
1.95E-04,3.05E-04,99.657,0.013,0.937
1.97E-04,3.09E-04,101.364,0.013,0.927
2.37E-04,3.16E-04,87.833,0.0101,1.168
2.40E-04,3.22E-04,88.182,0.0101,1.157
1.88E-04,2.37E-04,95.086,0.013,1.241
1.91E-04,2.42E-04,95.72,0.013,1.228
2.43E-04,3.85E-04,90.185,0.0101,0.917
2.46E-04,3.91E-04,91.332,0.0101,0.909
1.95E-04,3.05E-04,99.72,0.013,0.937
1.97E-04,3.10E-04,101.434,0.013,0.926
2.37E-04,3.16E-04,87.831,0.0101,1.167
2.40E-04,3.22E-04,88.181,0.0101,1.157
1.89E-04,2.38E-04,95.086,0.013,1.24
1.91E-04,2.42E-04,95.721,0.013,1.228
2.43E-04,3.85E-04,90.227,0.0101,0.916
2.46E-04,3.91E-04,91.346,0.0101,0.908
1.95E-04,3.05E-04,99.782,0.013,0.936
1.97E-04,3.10E-04,101.504,0.013,0.926
2.37E-04,3.16E-04,87.829,0.0101,1.167
2.40E-04,3.22E-04,88.18,0.0101,1.157
1.89E-04,2.38E-04,95.087,0.013,1.24
1.91E-04,2.43E-04,95.723,0.013,1.227
2.43E-04,3.86E-04,90.27,0.0101,0.916
2.46E-04,3.91E-04,91.391,0.0101,0.908
1.95E-04,3.05E-04,99.886,0.013,0.935
1.97E-04,3.10E-04,101.574,0.013,0.925
2.37E-04,3.16E-04,87.828,0.0101,1.167
2.40E-04,3.22E-04,88.179,0.0101,1.156
1.89E-04,2.38E-04,95.088,0.013,1.239
1.91E-04,2.43E-04,95.724,0.013,1.227
2.43E-04,3.86E-04,90.313,0.0101,0.915
2.46E-04,3.92E-04,91.436,0.0101,0.907
1.95E-04,3.06E-04,99.95,0.013,0.934
1.97E-04,3.10E-04,101.645,0.013,0.924
2.37E-04,3.16E-04,87.826,0.0101,1.166
2.40E-04,3.23E-04,88.178,0.0101,1.156
1.89E-04,2.38E-04,95.089,0.013,1.239
1.91E-04,2.43E-04,95.725,0.013,1.226
2.44E-04,3.86E-04,90.356,0.0101,0.915
2.46E-04,3.92E-04,91.481,0.0101,0.907
1.95E-04,3.06E-04,99.578,0.013,0.935
1.97E-04,3.10E-04,101.716,0.013,0.924
2.37E-04,3.17E-04,87.825,0.0101,1.166
2.40E-04,3.23E-04,88.178,0.0101,1.155
1.89E-04,2.38E-04,95.09,0.013,1.238
1.91E-04,2.43E-04,95.727,0.013,1.226
2.44E-04,3.86E-04,90.399,0.0101,0.914
2.46E-04,3.92E-04,91.527,0.0101,0.906
1.95E-04,3.06E-04,100.079,0.013,0.933
1.97E-04,3.11E-04,101.787,0.013,0.923
2.37E-04,3.17E-04,87.824,0.0101,1.165
2.40E-04,3.23E-04,88.177,0.0101,1.155
1.89E-04,2.38E-04,95.091,0.013,1.238
1.91E-04,2.43E-04,95.729,0.013,1.225
2.44E-04,3.87E-04,90.443,0.0101,0.914
2.46E-04,3.92E-04,91.572,0.0101,0.906
1.95E-04,3.06E-04,100.144,0.013,0.932
1.97E-04,3.11E-04,101.858,0.013,0.922
2.37E-04,3.17E-04,87.822,0.0101,1.165
2.40E-04,3.23E-04,88.177,0.0101,1.155
1.89E-04,2.38E-04,95.092,0.013,1.237
1.91E-04,2.43E-04,95.73,0.013,1.225
2.44E-04,3.87E-04,90.487,0.0101,0.913
2.46E-04,3.93E-04,91.618,0.0101,0.905
1.95E-04,3.06E-04,100.209,0.013,0.932
1.97E-04,3.11E-04,101.93,0.013,0.922
2.38E-04,3.17E-04,87.821,0.0101,1.165
2.40E-04,3.23E-04,88.176,0.0101,1.154
1.89E-04,2.39E-04,95.093,0.013,1.237
1.91E-04,2.44E-04,95.732,0.013,1.224
2.44E-04,3.87E-04,90.554,0.0101,0.913
2.46E-04,3.93E-04,91.669,0.0101,0.905
1.95E-04,3.07E-04,100.274,0.013,0.931
1.97E-04,3.11E-04,102.002,0.013,0.921
2.38E-04,3.17E-04,87.82,0.0101,1.164
2.40E-04,3.23E-04,88.176,0.0101,1.154
1.89E-04,2.39E-04,95.094,0.013,1.236
1.91E-04,2.44E-04,95.734,0.013,1.224
2.44E-04,3.87E-04,90.598,0.0101,0.912
2.46E-04,3.93E-04,91.71,0.0101,0.904
1.95E-04,3.07E-04,100.34,0.013,0.931
1.97E-04,3.12E-04,102.074,0.013,0.92
2.38E-04,3.17E-04,87.819,0.0101,1.164
2.40E-04,3.24E-04,88.176,0.0101,1.153
1.89E-04,2.39E-04,95.095,0.013,1.236
1.91E-04,2.44E-04,95.735,0.013,1.223
2.44E-04,3.87E-04,90.643,0.0101,0.912
2.46E-04,3.93E-04,91.756,0.0101,0.904
1.96E-04,3.07E-04,100.406,0.013,0.93
1.97E-04,3.12E-04,102.146,0.013,0.919
2.38E-04,3.18E-04,87.817,0.0101,1.164
2.40E-04,3.24E-04,88.176,0.0101,1.153
1.89E-04,2.39E-04,95.097,0.013,1.235
1.91E-04,2.44E-04,95.737,0.013,1.222
2.44E-04,3.88E-04,90.688,0.0101,0.911
2.46E-04,3.94E-04,91.803,0.0101,0.903
1.96E-04,3.07E-04,100.473,0.013,0.929
1.97E-04,3.12E-04,102.219,0.013,0.919
2.38E-04,3.18E-04,87.816,0.0101,1.163
2.40E-04,3.24E-04,88.176,0.0101,1.153
1.89E-04,2.39E-04,95.098,0.013,1.235
1.91E-04,2.44E-04,95.739,0.013,1.222
2.44E-04,3.88E-04,90.733,0.0101,0.911
2.47E-04,3.94E-04,91.849,0.0101,0.902
1.96E-04,3.07E-04,100.539,0.013,0.929
1.97E-04,3.12E-04,102.292,0.013,0.918
2.38E-04,3.18E-04,87.812,0.0101,1.164
2.41E-04,3.24E-04,88.176,0.0101,1.152
1.89E-04,2.39E-04,95.1,0.013,1.234
1.91E-04,2.44E-04,95.741,0.013,1.221
2.44E-04,3.88E-04,90.778,0.0101,0.91
2.47E-04,3.94E-04,91.9,0.0101,0.903
1.96E-04,3.08E-04,100.169,0.013,0.929
1.97E-04,3.13E-04,102.365,0.013,0.917
2.38E-04,3.18E-04,87.814,0.0101,1.163
2.41E-04,3.24E-04,88.176,0.0101,1.152
1.89E-04,2.40E-04,95.101,0.013,1.234
1.91E-04,2.45E-04,95.743,0.013,1.221
2.44E-04,3.88E-04,90.824,0.0101,0.91
2.47E-04,3.94E-04,91.947,0.0101,0.902
1.96E-04,3.08E-04,100.674,0.013,0.927
1.98E-04,3.13E-04,102.439,0.013,0.917
2.38E-04,3.18E-04,87.813,0.0101,1.162
2.41E-04,3.24E-04,88.176,0.0101,1.152
1.89E-04,2.40E-04,95.103,0.013,1.233
1.91E-04,2.45E-04,95.745,0.013,1.22
2.44E-04,3.89E-04,90.869,0.0101,0.909
2.47E-04,3.94E-04,91.989,0.0101,0.901
1.96E-04,3.08E-04,100.742,0.013,0.927
1.98E-04,3.13E-04,102.512,0.013,0.916
2.38E-04,3.18E-04,87.812,0.0101,1.162
2.41E-04,3.25E-04,88.176,0.0101,1.151
1.89E-04,2.40E-04,95.104,0.013,1.233
1.91E-04,2.45E-04,95.747,0.013,1.22
2.44E-04,3.89E-04,90.889,0.0101,0.909
2.47E-04,3.95E-04,92.036,0.0101,0.9
1.96E-04,3.08E-04,100.809,0.013,0.926
1.98E-04,3.13E-04,102.586,0.013,0.915
2.38E-04,3.19E-04,87.812,0.0101,1.161
2.41E-04,3.25E-04,88.174,0.0101,1.152
1.89E-04,2.40E-04,95.106,0.013,1.232
1.91E-04,2.45E-04,95.749,0.013,1.219
2.44E-04,3.89E-04,90.961,0.0101,0.908
2.47E-04,3.95E-04,92.083,0.0101,0.9
1.96E-04,3.08E-04,100.878,0.013,0.925
1.98E-04,3.13E-04,102.66,0.013,0.915
2.38E-04,3.19E-04,87.811,0.0101,1.161
2.41E-04,3.25E-04,88.177,0.0101,1.15
1.89E-04,2.40E-04,95.108,0.013,1.232
1.91E-04,2.45E-04,95.751,0.013,1.219
2.44E-04,3.89E-04,91.008,0.0101,0.908
2.47E-04,3.95E-04,92.131,0.0101,0.899
1.96E-04,3.09E-04,100.946,0.013,0.925
1.98E-04,3.14E-04,102.735,0.013,0.914
2.38E-04,3.19E-04,87.81,0.0101,1.161
2.41E-04,3.25E-04,88.177,0.0101,1.15
1.89E-04,2.40E-04,95.11,0.013,1.232
1.92E-04,2.45E-04,95.753,0.013,1.218
2.44E-04,3.89E-04,91.054,0.0101,0.907
2.47E-04,3.95E-04,92.178,0.0101,0.899
1.96E-04,3.09E-04,101.015,0.013,0.924
1.98E-04,3.14E-04,102.81,0.013,0.913
2.38E-04,3.19E-04,87.809,0.0101,1.16
2.41E-04,3.25E-04,88.178,0.0101,1.15
1.89E-04,2.40E-04,95.112,0.013,1.231
1.92E-04,2.46E-04,95.756,0.013,1.218
2.45E-04,3.90E-04,91.101,0.0101,0.907
2.47E-04,3.96E-04,92.225,0.0101,0.898
1.96E-04,3.09E-04,101.084,0.013,0.923
1.98E-04,3.14E-04,102.885,0.013,0.913
2.38E-04,3.19E-04,87.809,0.0101,1.16
2.41E-04,3.25E-04,88.178,0.0101,1.149
1.90E-04,2.41E-04,95.114,0.013,1.231
1.92E-04,2.46E-04,95.758,0.013,1.217
2.45E-04,3.90E-04,91.148,0.0101,0.906
2.47E-04,3.96E-04,92.273,0.0101,0.898
1.96E-04,3.09E-04,101.154,0.013,0.923
1.98E-04,3.14E-04,102.96,0.013,0.912
2.38E-04,3.19E-04,87.808,0.0101,1.16
2.41E-04,3.26E-04,88.179,0.0101,1.149
1.90E-04,2.41E-04,95.116,0.013,1.23
1.92E-04,2.46E-04,95.761,0.013,1.217
2.45E-04,3.90E-04,91.24,0.0101,0.905
2.47E-04,3.96E-04,92.32,0.0101,0.897
1.96E-04,3.10E-04,101.223,0.013,0.922
1.98E-04,3.15E-04,103.035,0.013,0.911
2.38E-04,3.20E-04,87.807,0.0101,1.159
2.41E-04,3.26E-04,88.179,0.0101,1.149
1.90E-04,2.41E-04,95.118,0.013,1.23
1.92E-04,2.46E-04,95.763,0.013,1.216
2.45E-04,3.90E-04,91.265,0.0101,0.905
2.47E-04,3.96E-04,92.368,0.0101,0.897
1.96E-04,3.10E-04,101.299,0.013,0.922
1.98E-04,3.15E-04,103.111,0.013,0.911
2.38E-04,3.20E-04,87.807,0.0101,1.159
2.41E-04,3.26E-04,88.18,0.0101,1.148
1.90E-04,2.41E-04,95.12,0.013,1.229
1.92E-04,2.46E-04,95.766,0.013,1.216
2.45E-04,3.90E-04,91.261,0.0101,0.905
2.47E-04,3.97E-04,92.416,0.0101,0.896
1.96E-04,3.10E-04,101.364,0.013,0.921
1.98E-04,3.15E-04,103.187,0.013,0.91
2.38E-04,3.20E-04,87.806,0.0101,1.158
2.41E-04,3.26E-04,88.181,0.0101,1.148
1.90E-04,2.41E-04,95.122,0.013,1.229
1.92E-04,2.46E-04,95.768,0.013,1.215
